,expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad
43,19964716,DIARSET NX- M SUSPENSION,NEVOX FARMA S.A.S.,INVIMA 2017M-0005694-R1,05/08/2006,03/10/2022,Vigente,19964716,3,30.0,MUESTRA MEDICA: PET AMBAR X 30 ML CON TAPA DE SEGURIDAD ALUSUD NO. 28 EN POLIPROPILENO,Inactivo,01/17/2017,02/20/2017,Si,ml,G01AF20,COMBINACIONES DE IMIDAZOL DERIVADOS,ORAL,B,METRONIDAZOL BENZOILO 8.04 G EQUIVALENTE A METRONIDAZOL BASE,g,5.0,CADA 100 ML DE SUSPENSIÓN,SUSPENSION ORAL,ARBOFARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
44,19953204,LYRICA® 150 MG CAPSULAS,PFIZER S.A.S.,INVIMA 2015M-0004457-R1,05/20/2005,08/06/2020,Vigente,19953204,5,10.0,CAJA X 10 CÁPSULAS EN BLISTER ALUMINIO/PVC TRANSPARENTE.,Activo,09/12/2012,,No,U,N03AX16,PREGABALINA,ORAL,A,PREGABALINA,mg,150.0,CÁPSULAS,CAPSULA DURA,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
45,19906379,CREMA NO. 4 MEDICADA,TECNOFAR TQ S.A.S,INVIMA 2010 M-14151 R1,01/17/2000,05/18/2020,Vigente,19906379,6,110.0,TUBO DE ALUMINIO POR 110 G EN CAJA.,Activo,11/10/2006,,No,g,D02AB99,PREPARADOS DE ÓXICO DE ZINC SÓLO O EN COMBINACIÓN,TOPICA (EXTERNA),D,OXIDO DE ZINC,g,20.0,100 G DE CREMA,CREMA TOPICA,TECNOFAR TQ S.A.S,FABRICANTE,FABRICAR Y VENDER
46,20028573,MODULEX 24 MCG,LABORATORIOS SIEGFRIED S.A.S.,INVIMA 2017M-0012338-R1,07/01/2011,10/11/2022,Vigente,20028573,16,4.0,CAJA POR 4 CÁPSULAS BLANDAS EMPAQUE INDIVIDUAL TIPO BLISTER ALUMINIO/ALUMINIO X 4 CÁPSULAS,Inactivo,03/08/2011,01/02/2019,Si,U,A06AX02,CARBONO DIOXIDO PRODUCTOS FARMACOLOGICOS,ORAL,A,LUBIPROSTONE,mcg,24.0,CAPSULA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
47,20090411,CONGESTEX GRANULADO (SOBRES),NOVAMED S.A.,INVIMA 2016M-0017135,06/27/2016,07/13/2021,Vigente,20090411,41,2.0,MUESTRA MEDICA: CAJA POR 2 SOBRES O SACHETS (TRILAMINA POLIESTER/ALUM/COEX),Activo,06/05/2015,,Si,U,R05XX99,PREPARACIONES DE OTRAS COMBINACIONES PARA EL RESFRIADO COMÚN,ORAL,A,FENILEFRINA CLORHIDRATO,mg,20.0,SOBRE,GRANULOS,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
48,20093230,COLTRIM PLUS,NOVAMED S.A.,INVIMA 2015M-0016427,10/19/2015,11/20/2020,Vigente,20093230,11,24.0,CAJA POR 24 TABLETAS RECUBIERTAS EN BLISTER PVC/TE/PVDC INCOLORO / FOIL ALUMINIO BLISTER POR 12 TABLETAS RECUBIERTAS.,Activo,08/10/2015,,No,U,A03AA05,TRIMEBUTINA,ORAL,A,SIMETICONA 100%,mg,120.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
49,20097708,NEXT GL GENOMMA LAB®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2016M-0016942,03/22/2016,04/22/2021,Vigente,20097708,25,100.0,CAJA POR 100 CAPSULAS BLANDAS EN BLISTER PVC-PVDC TRANSPARENTE / ALUMINIO POR 10 CÁPSULAS,Activo,11/06/2015,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,IBUPROFENO,mg,200.0,CAPSULA BLANDA,CAPSULA BLANDA,HIGH NUTRITION COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
50,20073009,MEMOREX ® TABLETA RECUBIERTA,NOVAMED S.A.,INVIMA 2015M-0015645,01/20/2015,02/03/2020,Vigente,20073009,14,20.0,USO INSTITUCIONAL PROHIBIDA SU VENTA: CAJA POR 20 TABLETAS RECUBIERTAS EN BLISTER (PVC + PCTFE + PVC) /FOIL ALUMINIO.BLISTER POR 10 TABLETAS.,Activo,01/16/2015,,No,U,N06DX01,MEMANTINA,ORAL,A,MEMANTINA CLORHIDRATO,mg,20.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,ATLANTIC PHARMA - PRODUÇŐES FARMAC?UTICAS. S.A.,FABRICANTE,IMPORTAR Y VENDER
51,20086885,MOVIPREN® ULTRA TABLETAS RECUBIERTAS,LABORATORIOS BUSSIÉ S.A.,INVIMA 2015M-0016464,10/26/2015,11/13/2020,Vigente,20086885,7,4.0,MUESTRA MEDICA CAJA X 4 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO,Activo,05/20/2015,,Si,U,M03BX05,TIOCOLCHICOSIDA,ORAL,A,TICOLCHICOSIDO,mg,8.0,TABLETA,TABLETA RECUBIERTA,FABRICANTE MICROGRANULOS: M/S GRANULES INDIA LIMITED,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
52,20016549,FERBIN ® C.L. 250 MG CAPSULA,NOVAMED S.A.,INVIMA 2016M-0011592-R1,11/19/2010,09/07/2021,Vigente,20016549,7,1.0,FERBIN C.L.: CAJA POR 1 CAPSULA EN SISTEMA BLISTER PACK FOIL ALUMINIO/ STARFLEX,Inactivo,08/31/2010,08/04/2016,No,U,N03AG01,VALPROICO ACIDO,ORAL,A,ACIDO VALPROICO,mg,250.0,CAPSULA DURA CON CONTENIDO LIQUIDO,CAPSULA DURA,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
53,20091819,PREGABALINA CAPSULAS 150 MG,LABORATORIOS ECAR S.A,INVIMA 2017M-0017640,03/17/2017,04/17/2022,Vigente,20091819,23,980.0,CAJA POR 980 CAPSULAS EN BLISTER PVC TRANSPARENTE / ALUMINIO POR 7 CAPSULAS CADA UNO,Activo,03/13/2017,,No,U,N03AX16,PREGABALINA,ORAL,A,PREGABALINA,mg,150.0,CAPSULAS,CAPSULA DURA,LABORATORIOS ECAR S.A.,FABRICANTE,FABRICAR Y VENDER
54,20103613,SUPREFLUX® FORTE SUSPENSION,NOVAMED S.A.,INVIMA 2016M-0017169,07/12/2016,07/27/2021,Vigente,20103613,20,2.0,USO INSTITUCIONAL: CAJA POR 2 SACHET DE POLIESTER TRANSPARTENTE/ POLIESTER METALIZADO CON COEXTRUIDO ESPECIAL POR 10 ML CADA UNO,Activo,05/09/2017,,No,U,A02BX13,ACIDO ALGINICO,ORAL,B,BICARBONATO DE SODIO,g,2.13,CADA 100 ML,SUSPENSION ORAL,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
55,20116817,CEPECTIN ®,PROCAPS S.A.,INVIMA 2018M-0018137,04/12/2018,04/27/2023,Vigente,20116817,5,120.0,CAJA POR 120. TABLETAS RECUBIERTAS EN BLÍSTER TRANSPARENTE PDVC/ALUMINIO POR 10 TABLETAS RECUBIERTAS C/U.,Activo,09/21/2017,,No,U,L01BC06,CAPECITABINA,ORAL,A,CAPECITABINA,mg,500.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A.,IMPORTADOR,IMPORTAR Y VENDER
56,20082934,ATORVASTATINA 10 MG,MOMENTA FARMACEUTICA S.A.S,INVIMA 2015M-0016158,08/14/2015,09/10/2020,Vigente,20082934,1,10.0,CAJA PLEGADIZA POR 10 TABLETAS RECUBIERTAS EN BLISTER ALU/ALU,Activo,03/19/2015,,No,U,C10AA05,ATORVASTATIN,ORAL,A,ATORVASTATINA CALCICA EQUIVALENTE A ATORVASTATINA BASE,mg,10.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,MOMENTA FARMACEUTICA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
57,20104405,NEURACT ®,PROCAPS S.A.,INVIMA 2016M-0017131,06/24/2016,07/12/2021,Vigente,20104405,2,2.0,MUESTRA MEDICA: CAJA PLEGADIZA POR 2 PARCHES TRANSDERMICOS DE 10 CM2 EN SACHETS DE PAPEL /TEREFTALATO DE POLIETILENO (PET) / POLIACRILONITRILO (PAN),Activo,06/15/2016,,Si,U,N06DA03,RIVASTIGMINA,TRANSDERMAL,A,RIVASTIGMINA CON UNA LIBERACION NOMINAL DE 9.5 MG /24 HORAS,mg,18.0,PARCHE TRANSDERMICO,TRANSDERMICOS,SK CHEMICALS CO LTD. CHENONGJU PLANT,FABRICANTE,IMPORTAR Y VENDER
58,19942122,OMEPRAZOL CAPSULAS,LABORATORIOS LEGRAND S.A.,INVIMA 2014M-0003018-R1,01/19/2004,12/11/2019,Vigente,19942122,68,7.0,USO INSTITUCIONAL:CAJA POR 7 CÁPSULAS EN BLISTER PVC/PVDC BLANCO POR 7 CÁPSULAS,Activo,05/16/2017,,No,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL (EQUIVALENTE A 8.5% DE OMEPRAZOL POR PELLETS),mg,20.0,CAPSULA,CAPSULA DURA,LABORATORIOS LEGRAND S.A.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
59,20042059,CRONOFEN® L 150 MG / 5 ML JARABE,NOVAMED S.A.,INVIMA 2017M-0013349-R1,07/13/2012,06/27/2022,Vigente,20042059,5,1.0,CON NOMBRE CRONOFEN L: INSTITUCIONAL PROHIBIDA SU VENTA: FRASCO PEAD TRANSPARENTE Ó FRASCO PET TRANSPARENTE POR 100 ML,Activo,03/07/2012,,No,U,N02BE01,PARACETAMOL,ORAL,B,ACETAMINOFEN,g,3.0,100 ML DE JARABE,JARABE,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
60,27858,OQ-BALANS,OFTALMOQUIMICA S.A.,INVIMA 2009 M-009590 R2,05/12/1999,09/04/2019,Vigente,27858,8,500.0,BOLSA PLÁSTICA X 500 ML. POLIETILENO DE DENSIDAD MEDIA CLASE VI. CAJA CARTÓN CON PANALES DE CARTÓN X 24 UNIDADES.,Inactivo,11/10/2006,06/08/2009,No,ml,B05CB10,COMBINACIONES,INTRAOCULAR,C,CLORURO DE CALCIO DIHIDRATADO,g,0.048,100 ML,SOLUCION ESTERIL PARA IRRIGACION,CORPORACIÓN DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL - CORPAUL.,FABRICANTE,FABRICAR Y VENDER
61,20015468,VERUM® 24 MG TABLETAS,GRUNENTHAL GMBH,INVIMA 2016M-0011259-R1,08/27/2010,05/05/2021,Vigente,20015468,4,20.0,MUESTRA MEDICA: CAJA CON 20 TABLETAS EN BLISTER INDIVIDUALES ( PVC/LDPE/PVDC TRANSPARENTE/ALUMINIO) POR 10 TABLETAS,Activo,04/27/2010,,Si,U,N07CA01,BETAHISTINA,ORAL,A,BETAHISTINA DICLORHIDRATO,mg,24.0,TABLETA,TABLETA,GRUNENTHAL COLOMBIANA S.A.,IMPORTADOR,IMPORTAR Y VENDER
62,20084690,ENOXAPARINA SODICA JERINGAS PRELLENADAS 80 MG/0.8 ML,PHARMA LAW COLOMBIA S.A.S,INVIMA 2015M-0016141,08/10/2015,09/07/2020,Vigente,20084690,20,5.0,USO INSTITUCIONAL: CAJA PLEGADIZA POR 5 JERINGAS PRELLENADAS DE 0.8 ML,Activo,07/17/2015,,No,U,B01AB05,ENOXAPARINA,SUBCUTANEA,A,ENOXOPARINA SODICA 80 MG/0.8 ML,mg,80.0,JERINGA PRELLENADA,SOLUCION INYECTABLE,PHARMA LAW COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
63,20069025,ETOFENAMATO 1G/2ML,LABORATORIOS MK S.A.S,INVIMA 2014M-0015503,12/02/2014,12/22/2019,Vigente,20069025,69,90.0,INSTITUCIONALES:CAJA X 90 JERINGAS PRELLENADAS HYPACK DE VIDRIO TRANSPARENTE TIPO I POR 2ML CADA UNA + UNA AGUJA DE 20G X 1 ˝  (0.90 MM X 38 MM) RESPECTIVAMENTE.,Activo,11/25/2014,,No,U,M02AA06,ETOFENAMATO,INTRAMUSCULAR,A,ETOFENAMATO,mg,1000.0,AMPOLLA O JERINGA PRELLENADA X 2ML,SOLUCION INYECTABLE,TECNOFAR TQ S.A.S,FABRICANTE,FABRICAR Y VENDER
64,19947780,ULDIN 150 MG. TABLETAS RECUBIERTAS,COOPERATIVA NACIONAL DE DROGUISTAS DETALLISTAS - COOPIDROGAS,INVIMA 2016M-0004183-R1,02/22/2005,07/28/2021,Vigente,19947780,1,10.0,CAJA POR 10 TABLETAS RECUBIERTAS CON BLISTER ALU/ALU POR 10 TABLETAS CADA UNO.,Activo,11/10/2006,,No,U,A02BA02,RANITIDINA,ORAL,A,RANITIDINA CLORHIDRATO EQUIVALENTE A 150 MG DE RANITIDINA BASE,mg,167.4,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
65,20131388,CEXGRAM -T,ALDRISTON FARMACEUTICA DE COLOMBIA LTDA,INVIMA 2018M-0018635,12/13/2018,05/03/2024,Vigente,20131388,3,100.0,CAJA POR 100 CAPSULAS. BLÍSTER PVC INCOLORO/ALUMINIO,Activo,04/30/2018,,No,U,J01DB01,CEFALEXINA,ORAL,A,CEFALEXINA,mg,500.0,CAPSULAS,CAPSULA DURA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER
66,20108768,ZEBESTEN®,LABORATORIOS SOPHIA S.A. DE C.V.,INVIMA 2017M-0017836,09/05/2017,09/22/2022,Vigente,20108768,3,1.0,MUESTRA MEDICA: CAJA CON FRASCO GOTERO EN PEBD POR 1 ML,Activo,03/08/2017,,Si,U,S01BC11,BROMFENAC,CONJUNTIVAL,C,BROMFENACO SODICO (SESQUIHIDRATADO) 0.962 MG EQUIVALENTE A BROMFENACO,mg,0.9,ML DE SOLUCION OFTALMICA,SOLUCION OFTALMICA,LABORATORIOS SOPHIA S.A. DE C.V.,FABRICANTE,IMPORTAR Y VENDER
67,20062643,DOXPEN® TABLETAS RECUBIERTAS,COASPHARMA S.A.S.,INVIMA 2014M-0015149,07/16/2014,08/13/2019,Vigente,20062643,1,10.0,CAJA PLEGADIZA POR 10  TABLETAS EN BLISTER ALUMINIO - PVC/PVDC BLANCO.,Activo,10/25/2013,,No,U,N02AX52,TRAMADOL COMBINACIONES,ORAL,A,ACETAMINOFEN,mg,325.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
68,19977458,NADOREX® TABLETAS,LABORATORIOS BEST S.A.,INVIMA 2019M-0008897-R1,12/05/2008,04/24/2024,Vigente,19977458,6,100.0,CAJA X 100 TABLETAS EN BLISTER PVC/ALUMINIO,Activo,08/14/2007,,No,U,N02BE01,PARACETAMOL,ORAL,A,ACETAMINOFEN COMPRESION DIRECTA 90% (EQUIVALENTE A ACETAMINOFEN,mg,500.0,TABLETA,TABLETA,CLARIPACK S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
69,20146833,HEBAL® UNGUENTO,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2019M-0018741,02/01/2019,02/19/2024,Vigente,20146833,1,1.0,CAJA X 1 TUBO COLAPSIBLE X 10 G PLASTICO LAMINADO METALICO MAS 4 CANULAS PEBD,Inactivo,08/14/2018,01/31/2019,No,U,C05AA01,HIDROCORTISONA,RECTAL,D,BENZOCAINA,g,2.0,100 G UNGÜENTO,UNGUENTO PROCTOLOGICO,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
70,20107367,ZINKIDS ® CAPSULA BLANDA,TECNOQUIMICAS S.A.,INVIMA 2017M-0017957,12/18/2017,02/01/2023,Vigente,20107367,30,70.0,CAJA PLEGADIZA POR 70 CÁPSULAS BLANDAS COLOR ROJO-FUCSIA EN BLÍSTER PVC/PVDC-ALUMINIO POR 14 CÁPSULAS CADA BLÍSTER,Activo,01/31/2017,,No,U,A12CB01,ZINC SULFATO,ORAL,A,SULFATO DE ZINC MONOHIDRATADO 56 MG EQUIVALENTE A ZINC ELEMENTAL,mg,20.0,CÁPSULA BLANDA,CAPSULA BLANDA,TECNOQUIMICAS S.A. (PLANTA JAMUNDÍ),FABRICANTE,FABRICAR Y VENDER
71,19948326,LAXIUM 5 MG TABLETAS CON RECUBRIMIENTO ENTERICO,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,INVIMA 2015M-0004447-R1,05/17/2005,11/23/2020,Vigente,19948326,3,50.0,CAJA POR 50 TABLETAS CON RECUBRIMIENTO ENTERICO EN BLISTER PVC TRANSPARENTE / ALUMINIO.,Activo,11/10/2006,,No,U,A06AB02,BISACODIL,ORAL,A,BISACODILO,mg,5.0,TABLETA CON RECUBRIMIENTO ENTERICO,TABLETA DE LIBERACION RETARDADA,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,FABRICANTE,FABRICAR Y VENDER
72,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,16,160.0,CAJA X 160 CÁPSULAS CON 40 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 4 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,04/16/2019,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,500.0,CÁPSULA DURA,CAPSULA DURA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
73,36070,DECADRON 8 MG/2 ML INYECTABLE,TECNOQUIMICAS S.A.,INVIMA 2015 M-002916-R4,11/17/2000,01/27/2021,Vigente,36070,17,100.0,PRESENTACIÓN INSTITUCIONAL: CAJA POR 100 AMPOLLAS DE VIDRIO INCOLORO TRANSPARENTE TIPO I. POR 2 ML,Activo,07/01/2010,,No,U,H02AB02,DEXAMETASONA,INTRAVENOSA,A,DEXAMETASONA SODICA FOSFATO. EQUIVALENTE A DEXAMETASONA FOSFATO,mg,8.0,AMPOLLA POR 2 ML,SOLUCION INYECTABLE,TECNOFAR TQ S.A.S,FABRICANTE,FABRICAR Y VENDER
74,20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2016M-0017107,06/20/2016,07/05/2021,Vigente,20104517,17,1.0,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 2.5M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENO V/V,%,99.0,CILINDRO,GAS,INVERSIONES LEAL Y OXIGENOS S.A.S. OXI 50,FABRICANTE,FABRICAR Y VENDER
75,49215,BABYTYOL,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2016M-000866-R2,05/22/1995,02/09/2021,Vigente,49215,13,120.0,CAJA CON POTE EN POLIESTIRENO MAS PP CON TAPA EN PP POR 120 G.,Activo,11/10/2006,,No,g,C05AX04,ZINC PREPARACIONES,TOPICA (EXTERNA),D,ICTAMOL (ICTIOL),g,1.0,100 G,POMADA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
76,20019543,ACIVIROL ® 5% UNGÜENTO.,PATMAR S.A.,INVIMA 2016M-0011781-R1,01/21/2011,09/26/2021,Vigente,20019543,2,1.0,MUESTRA MEDICA: CAJA PLEGADIZA CON TUBO LAMINADO POR 15 G,Activo,06/10/2011,,Si,U,D06BB03,ACICLOVIR,TOPICA (EXTERNA),D,ACICLOVIR,g,5.0,100 G DE UNGUENTO,UNGUENTO TOPICO,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
77,20025101,META CLOR ANTISÉPTICO,LABORATORIOS REMO S.A.S,INVIMA 2017M-0012303-R1,06/22/2011,01/02/2023,Vigente,20025101,2,60.0,FRASCO POR 60ML,Inactivo,11/17/2010,12/04/2017,No,ml,D08AC02,CLORHEXIDINA,TOPICA (EXTERNA),B,CADA 2.5 G DE SOLUCION AL 20 % DE CLORHEXIDINA DIGLUCONATO EQUIVALEN A,g,0.5,CADA 100ML DE SOLUCIÓN.,SOLUCION TOPICA,LABORATORIOS REMO S.A.S,FABRICANTE,FABRICAR Y VENDER
78,20100485,NORAVER® G FAST TOTAL NOCHE.,TECNOQUIMICAS S.A.,INVIMA 2018M-0018132,04/12/2018,05/10/2023,Vigente,20100485,12,9.0,CAJA PLEGADIZA POR 9 CÁPSULAS BLANDA EN BLISTER PVC/PVDC-ALUMINIO POR 3 CÁPSULAS BLISTER.,Activo,04/05/2018,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,FENILEFRINA CLORHIDRATO,mg,10.0,CÁPSULA BLANDA,CAPSULA BLANDA,TECNOQUIMICAS S.A,FABRICANTE,FABRICAR Y VENDER
79,19905376,INFANRIX HEXA (DPTA - HEPB - IPV - HIB).,GLAXOSMITHKLINE BIOLOGICALS S.A.,INVIMA 2017M-14204-R2,01/01/1999,07/28/2022,Vigente,19905376,1,1.0,BIO-SET ( 1 VIAL POR 1 DOSIS DE LIOFILIZADO (HIB) + BIO-SET. 1 JERINGA PRELLENADA CON DILUENTE (DTPA + VHB + IPV). 1 AGUJA SEPAR,Activo,11/10/2006,,No,U,J07CA09,DIFTERIA-HEMOFILUS INFLUENZA B-PERTUSIS-POLIOMIELITIS-TETANOS-HEPATITIS B,INTRAMUSCULAR,A,PERTACTINA ((PRN) 1,mcg,8.0,DOSIS DE VACUNA RECONSTITUIDA DE 0.5 ML,POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE,GLAXOSMITHKLINE BIOLOGICALS S.A.,FABRICANTE,IMPORTAR Y VENDER
80,20018558,DURAFEX® 250 MG CAPSULA BLANDA,TECNOQUIMICAS S.A,INVIMA 2018M-0012813-R1,02/01/2012,01/29/2024,Vigente,20018558,28,5.0,MUESTRA MÉDICA: CAJA PLEGADIZA POR 5 CÁPSULAS BLANDAS EN BLISTER DE ALUMINIO PVC/PVDC/PE POR 5 CÁPSULAS,Activo,02/18/2015,,Si,U,M01AE02,NAPROXENO,ORAL,A,NAPROXENO,mg,250.0,CAPSULA BLANDA,CAPSULA BLANDA,TECNOQUIMICAS S.A. PLANTA JAMUNDI,FABRICANTE,FABRICAR Y VENDER
81,19937980,RESTASIS® EMULSIÓN OFTÁLMICA,ALLERGAN INC.,INVIMA 2014M-0002897-R1,11/18/2003,11/10/2019,Vigente,19937980,3,30.0,CAJA X 30 VIALES UNIDOSIS EN PEBD INCOLORO POR 0.4 ML CADA UNO. CON ETIQUETA IMPRESA. EN BANDEJA DE PP.,Activo,04/20/2009,,No,U,L04AD01,CICLOSPORINA,CONJUNTIVAL,A,CICLOSPORINA,mg,0.2,VIAL X 0.4 ML DE EMULSIÓN OFTÁLMICA,EMULSIÓN,ALLERGAN DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER
82,20020466,DUODART® CAPSULAS,GLAXOSMITHKLINE COLOMBIA S.A.,INVIMA 2016M-0011533-R1,11/11/2010,03/15/2021,Vigente,20020466,7,30.0,CAJA DE CARTÓN POR 30 CÁPSULAS DURAS EN FRASCOS DE POLIETILENO DE ALTA DENSIDAD (HDPE) DE COLOR BLANCO OPACO CON CIERRES DE POLIPROPILENO A PRUEBA DE NIŃOS. CON FORROS DE SELLADO POR INDUCCIÓN DE 100ML.,Activo,08/12/2016,,No,U,G04CA52,TAMSULOSINA Y DUTASTERIDA,ORAL,A,DUTASTERIDA,mg,0.5,CAPSULA DURA,CAPSULA DURA,GLAXOSMITHKLINE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER
83,20002620,ALGIUM GRIPA,COLPHARMA LTDA.,INVIMA 2009M-0009668,05/20/2009,06/08/2019,Vigente,20002620,2,20.0,CAJA PLEGADIZA X 20 TABLETAS EN BLISTER DE PVC/ALUMINIO X 10 TABLETAS C/U.,Activo,02/18/2009,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CLORHIDRATO DE FENILEFRINA,mg,5.0,TABLETA,TABLETA,COLPHARMA LTDA.,FABRICANTE,FABRICAR Y VENDER
84,19954188,CROMOGLICATO DE SODIO 2% SOLUCION NASAL,LABORATORIOS EXPOFARMA S.A.,INVIMA 2016M-0005210-R1,01/18/2006,09/02/2021,Vigente,19954188,5,1.0,FRASCO GOTERO EN POLIETILENO DE ALTA DENSIDAD(PEAD) X 10 ML PARA PRESENTACIÓN INSTITUCIONAL.,Activo,08/08/2016,,No,U,R01AC01,CROMOGLICATO ACIDO,INTRANASAL,C,CROMOGLICATO DE SODIO,g,20.0,ML DE SOLUCIÓN (NASAL),SOLUCION NASAL,LABORATORIO OTICOFF,FABRICANTE,FABRICAR Y VENDER
85,20013586,MACMIROR COMPLEX®,POLICHEM S.A.,INVIMA 2010M-0010948,06/11/2010,06/24/2020,Vigente,20013586,1,12.0,CAJA DE CARTON CON UN BLISTER DE AL-PVC/PVDC CON 12 OVULOS VAGINALES,Activo,02/01/2010,,No,U,G01AA51,NISTATINA COMBINACIONES,VAGINAL,A,NISTATINA,IU,200000.0,OVULO VAGINAL,OVULO,CATALENT ITALY S.P.A.,FABRICANTE,IMPORTAR Y VENDER
86,19902070,ATORVASTATINA 20 MG COMPRIMIDOS RECUBIERTOS,PRODUCTORA DE CAPSULAS DE GELATINA S. A.  PROCAPS S. A.,INVIMA 2009 M-013349 R1,07/09/1999,06/05/2019,Vigente,19902070,8,10.0,CAJA POR 10 TABLETAS EN EMPAQUE INDIVIDUAL TIPO BLISTER ALU/PVDC POR 10 TABLETAS C/U,Activo,05/13/2009,,No,U,C10AA05,ATORVASTATIN,ORAL,A,ATORVASTATINA CALCICA AMORFA 20.72 MG EQUIVALENTE A ATORVASTATINA,mg,20.0,COMPRIMIDO,TABLETA CUBIERTA CON PELICULA,PRODUCTORA DE CAPSULAS DE GELATINA S. A.  PROCAPS S. A.,FABRICANTE,FABRICAR Y VENDER
87,20138038,FLEMOXIN ® GOTAS,NOVAMED S.A.,INVIMA 2019M-0018872,03/18/2019,04/04/2024,Vigente,20138038,3,1.0,IUM 1C1021051000101.CAJA CON FRASCO DE PEBD.CON SUBTAPA Y TAPA ROSCA EN POLIPROPILENO.CON 30 ML DE SUSPENSION,Activo,03/05/2019,,No,U,R05CB03,CARBOCISTEINA,ORAL,B,CARBOCISTEINA,g,5.0,100 ML. SUSPENSION ORAL,SUSPENSION ORAL,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
